crime_head,cases_pending_prev,cases_reported,cases_reopened,total_for_inv,not_investigated,transferred,withdrawn,fr_non_cognizable,fr_false,fr_mistake,fr_insufficient,fr_abated,fr_total,cs_from_prev,cs_from_year,cs_total,total_disposed,quashed,stayed,cases_pending_end,chargesheeting_rate,pendency_pct,crime_head_norm,year,category,fr_rate,fr_false_rate,fr_insufficient_rate,pendency_load,reopened_rate,transferred_rate,cs_carryover_rate,cs_rate_yoy,log_cases_reported,log_total_for_inv,severity_ordinal,cat_Miscellaneous IPC Crimes,cat_Offences Affecting the Human Body,cat_Offences Relating to Documents & Property Marks,cat_Offences against Property,cat_Offences against Public Tranquillity,cat_Offences against the State,year_feature
Abetment of Suicide,4282,8324,16,12622,0,20,3,1,499,166,365,25,1056,2327,4452,6779,7855.0,19,20,4745,86.3,37.6,abetment of suicide,2018,Offences Affecting the Human Body,0.13443666454487588,0.06352641629535327,0.046467218332272436,0.3392489304389162,0.0019221528111484864,0.001584534938995405,0.3432659684319221,,9.027018314848645,9.443275825752862,5,False,True,False,False,False,False,0
Abetment of Suicide,4597,8315,15,12927,0,17,0,10,548,210,264,16,1048,2368,4315,6683,7748.0,29,18,5150,86.3,39.8,abetment of suicide,2019,Offences Affecting the Human Body,0.1352607124419205,0.07072792978833248,0.034073309241094474,0.3556122843660555,0.0018039687312086591,0.0013150769706815192,0.354331886877151,0.0,9.025936648977904,9.467150780760877,5,False,True,False,False,False,False,1
Abetment of Suicide,5173,8816,21,14010,2,19,2,2,556,214,327,32,1131,2309,4482,6791,7943.0,21,16,6044,85.5,43.1,abetment of suicide,2020,Offences Affecting the Human Body,0.14238952536824878,0.0699987410298376,0.041168324310713836,0.36923625981441827,0.002382032667876588,0.0013561741613133476,0.3400088352230894,-0.7999999999999972,9.084436955087027,9.547598014371232,5,False,True,False,False,False,False,2
Abetment of Suicide,6049,9361,35,15445,0,8,0,11,625,242,451,24,1353,2909,4897,7806,9167.0,16,22,6262,85.2,40.5,abetment of suicide,2021,Offences Affecting the Human Body,0.14759463292243918,0.0681793389331297,0.049198210974146395,0.39164778245386855,0.0037389167823950434,0.0005179669796050502,0.37266205482961823,-0.29999999999999716,9.144414221860016,9.64510534912921,5,False,True,False,False,False,False,3
Acid Attack,96,228,0,324,0,0,0,4,13,6,23,0,46,36,122,158,204.0,1,0,119,77.5,36.7,acid attack,2018,Offences Affecting the Human Body,0.22549019607843138,0.06372549019607843,0.11274509803921569,0.2962962962962963,0.0,0.0,0.22784810126582278,,5.43372200355424,5.783825182329737,5,False,True,False,False,False,False,0
Acid Attack,118,240,0,358,0,0,0,2,7,4,23,1,37,52,147,199,236.0,1,0,121,84.3,33.8,acid attack,2019,Offences Affecting the Human Body,0.15677966101694915,0.029661016949152543,0.09745762711864407,0.329608938547486,0.0,0.0,0.2613065326633166,6.799999999999997,5.484796933490655,5.883322388488279,5,False,True,False,False,False,False,1
Acid Attack,121,182,0,303,0,0,0,0,11,2,14,1,28,51,118,169,197.0,0,0,106,85.8,35.0,acid attack,2020,Offences Affecting the Human Body,0.14213197969543148,0.05583756345177665,0.07106598984771574,0.39933993399339934,0.0,0.0,0.30177514792899407,1.5,5.209486152841421,5.717027701406222,5,False,True,False,False,False,False,2
Acid Attack,106,176,0,282,0,0,0,1,9,7,13,0,30,45,113,158,188.0,0,1,94,84.0,33.3,acid attack,2021,Offences Affecting the Human Body,0.1595744680851064,0.047872340425531915,0.06914893617021277,0.375886524822695,0.0,0.0,0.2848101265822785,-1.7999999999999972,5.176149732573829,5.645446897643238,5,False,True,False,False,False,False,3
Affray,651,7776,0,8427,0,0,0,23,5,6,35,0,69,450,5174,5624,5693.0,0,2,2734,98.8,32.4,affray,2018,Offences against Public Tranquillity,0.012120147549622344,0.0008782715615668365,0.006147900930967855,0.07725169099323603,0.0,0.0,0.08001422475106686,,8.958925938694943,9.03931477492408,3,False,False,False,False,True,False,0
Affray,2734,7148,1,9883,0,0,0,0,6,7,10,0,23,2520,5474,7994,8017.0,0,40,1866,99.7,18.9,affray,2019,Offences against Public Tranquillity,0.002868903579892728,0.0007484096295372333,0.0012473493825620556,0.276636648790853,0.0001398992725237829,0.0,0.31523642732049034,0.9000000000000057,8.874727765766853,9.1986725671085,3,False,False,False,False,True,False,1
Affray,1866,5395,0,7261,0,0,0,0,7,10,5,9,31,1607,3900,5507,5538.0,0,7,1723,99.4,23.7,affray,2020,Offences against Public Tranquillity,0.005597688696280245,0.0012639942217407005,0.0009028530155290719,0.25698939540008264,0.0,0.0,0.2918104230978754,-0.29999999999999716,8.593413217327646,8.89041055197428,3,False,False,False,False,True,False,2
Affray,1723,6176,0,7899,0,0,0,0,5,11,11,1,28,1305,5151,6456,6484.0,0,0,1415,99.6,17.9,affray,2021,Offences against Public Tranquillity,0.00431832202344232,0.0007711289327575571,0.0016964836520666255,0.21812887707304723,0.0,0.0,0.20213754646840149,0.19999999999998863,8.728587995695898,8.974618038455112,3,False,False,False,False,True,False,3
Agrarian,1573,2008,0,3581,0,0,0,6,52,55,56,0,169,728,1070,1798,1967.0,4,0,1610,91.4,45.0,agrarian,2018,Offences against Public Tranquillity,0.08591764107778342,0.026436197254702594,0.028469750889679714,0.4392627757609606,0.0,0.0,0.40489432703003336,,7.605392364814935,8.183676582620658,3,False,False,False,False,True,False,0
Agrarian,1541,1579,0,3120,0,0,0,16,61,55,15,0,147,637,1052,1689,1836.0,1,2,1283,92.0,41.1,agrarian,2019,Offences against Public Tranquillity,0.08006535947712418,0.0332244008714597,0.008169934640522876,0.49391025641025643,0.0,0.0,0.3771462403789224,0.5999999999999943,7.365180126021013,8.045908742270779,3,False,False,False,False,True,False,1
Agrarian,1283,2188,0,3471,0,0,0,23,50,162,30,0,265,511,1079,1590,1855.0,0,5,1616,85.7,46.6,agrarian,2020,Offences against Public Tranquillity,0.14285714285714285,0.026954177897574125,0.016172506738544475,0.3696341112071449,0.0,0.0,0.3213836477987421,-6.299999999999997,7.691200097522863,8.15248607578024,3,False,False,False,False,True,False,2
Agrarian,1616,1419,0,3035,0,0,0,6,38,163,84,0,291,762,805,1567,1858.0,0,8,1177,84.3,38.8,agrarian,2021,Offences against Public Tranquillity,0.1566200215285253,0.02045209903121636,0.04520990312163617,0.5324546952224053,0.0,0.0,0.4862795149968092,-1.4000000000000057,7.258412150595307,8.01829613851552,3,False,False,False,False,True,False,3
Arson,7714,9252,1,16967,0,2,0,10,354,411,3136,29,3940,1764,4104,5868,9810.0,7,14,7150,59.8,42.1,arson,2018,Miscellaneous IPC Crimes,0.4016309887869521,0.036085626911314984,0.3196738022426096,0.45464725643896975,0.00010808473843493298,0.00011787587670183298,0.3006134969325153,,9.13270310224903,9.739084496244518,1,True,False,False,False,False,False,0
Arson,7103,8420,12,15535,2,2,0,9,392,467,2829,39,3736,1654,3574,5228,8968.0,14,8,6553,58.3,42.2,arson,2019,Miscellaneous IPC Crimes,0.41659232827832293,0.043710972346119537,0.3154549509366637,0.4572256195687158,0.0014251781472684087,0.0001287415513356936,0.3163733741392502,-1.5,9.038483865029992,9.650915190531107,1,True,False,False,False,False,False,1
Arson,6564,7615,3,14182,2,1,0,2,283,344,2307,38,2974,1374,2953,4327,7304.0,9,2,6869,59.2,48.4,arson,2020,Miscellaneous IPC Crimes,0.4071741511500548,0.038745892661555315,0.3158543263964951,0.4628402199971795,0.0003939592908732764,7.051191651389085e-05,0.3175410214929512,0.9000000000000057,8.938006576471201,9.559799343294607,1,True,False,False,False,False,False,2
Arson,6869,7961,7,14837,1,0,0,12,310,498,2643,35,3498,1526,3379,4905,8404.0,6,9,6427,58.4,43.3,arson,2021,Miscellaneous IPC Crimes,0.4162303664921466,0.03688719657306045,0.3144930985245121,0.4629642110938869,0.0008792865217937445,0.0,0.3111111111111111,-0.8000000000000043,8.982435503560263,9.604946736749472,1,True,False,False,False,False,False,3
Assault on Women with Intent to Outrage her Modesty - Total,32144,89097,17,121258,3,35,4,143,5257,2450,4721,99,12670,17484,57617,75101,87809.0,83,39,33362,85.5,27.5,assault on women with intent to outrage her modesty,2018,Offences Affecting the Human Body,0.14429044858727466,0.05986857839173661,0.05376442050359303,0.2650876643190552,0.00019080328181644724,0.00028864074947632324,0.23280648726381806,,11.397492166517857,11.705684032849181,5,False,True,False,False,False,False,0
Assault on Women with Intent to Outrage her Modesty,17682,47355,7,65044,1,22,2,90,3308,1513,2235,72,7218,9403,30295,39698,46939.0,42,31,18061,84.6,27.8,assault on women with intent to outrage her modesty,2018,Offences Affecting the Human Body,0.1537740471676005,0.07047444555699951,0.047614989667440724,0.27184674989238056,0.00014781966001478197,0.00033823258102207734,0.2368633180512872,-0.9000000000000057,10.765448806531527,11.08283461703566,5,False,True,False,False,False,False,0
Assault on Women with Intent to Outrage her Modesty,33804,88367,19,122190,2,48,0,173,6288,2378,4615,175,13629,19001,54333,73334,87013.0,89,39,35088,84.3,28.7,assault on women with intent to outrage her modesty,2019,Offences Affecting the Human Body,0.15663176766690035,0.07226506384103525,0.05303805178536541,0.27665111711269336,0.0002150123915036156,0.00039283083722072183,0.2591021899800911,-0.29999999999999716,11.389265192140968,11.713340673252855,5,False,True,False,False,False,False,1
Assault on Women with Intent to Outrage her Modesty,18454,48586,12,67052,1,25,0,101,4170,1383,2153,83,7890,10823,30211,41034,48950.0,56,30,18046,83.8,26.9,assault on women with intent to outrage her modesty,2019,Offences Affecting the Human Body,0.16118488253319713,0.08518896833503575,0.043983656792645556,0.27521923283421823,0.00024698472811097847,0.00037284495615343317,0.263756884534776,-0.5,10.791111284394898,11.113238630438206,5,False,True,False,False,False,False,1
Assault on Women with Intent to Outrage her Modesty,35294,85392,14,120700,0,38,1,253,5821,2317,3848,187,12426,20026,53584,73610,86074.0,38,39,34587,85.5,28.7,assault on women with intent to outrage her modesty,2020,Offences Affecting the Human Body,0.14436415177637846,0.06762785510142436,0.04470571833538583,0.2924109362054681,0.00016394978452314034,0.0003148301574150787,0.2720554272517321,1.7000000000000028,11.35501940920405,11.701071692055445,5,False,True,False,False,False,False,2
Assault on Women with Intent to Outrage her Modesty,18182,48037,10,66229,0,24,0,152,3830,1391,1850,104,7327,10782,30287,41069,48420.0,17,25,17792,84.8,26.9,assault on women with intent to outrage her modesty,2020,Offences Affecting the Human Body,0.15132176786451879,0.07909954564229657,0.038207352333746385,0.27453230457956485,0.000208172866748548,0.000362379018254843,0.2625337846063941,-0.7000000000000028,10.779747643353929,11.100888811479026,5,False,True,False,False,False,False,2
Assault on Women with Intent to Outrage her Modesty,34994,89200,12,124206,0,60,0,221,6764,3625,4121,110,14841,18551,58617,77168,92069.0,52,43,32085,83.8,25.8,assault on women with intent to outrage her modesty,2021,Offences Affecting the Human Body,0.1611943216500668,0.07346663915107148,0.04475990832962235,0.28174162278794906,0.0001345291479820628,0.0004830684507994783,0.2403975741239892,-1.0,11.398647529267592,11.729704807601845,5,False,True,False,False,False,False,3
Assault on Women with Intent to Outrage her Modesty,18093,49761,9,67863,0,34,0,129,4428,2045,1858,34,8494,9698,33481,43179,51707.0,25,29,16131,83.5,23.8,assault on women with intent to outrage her modesty,2021,Offences Affecting the Human Body,0.16427176204382385,0.0856363741853134,0.035933239213259326,0.26661067149993367,0.00018086453246518358,0.0005010093865582129,0.22459992125801895,-0.29999999999999716,10.815006919531392,11.125260981487571,5,False,True,False,False,False,False,3
Assault or use of Criminal Force on women with intent to Disrobe,3403,9949,0,13352,0,2,0,9,546,268,648,1,1472,1990,6246,8236,9710.0,12,3,3630,84.8,27.2,assault or use of criminal force on women with intent to disrobe,2018,Offences Affecting the Human Body,0.15159629248197734,0.056230690010298665,0.06673532440782698,0.25486818454164173,0.0,0.00014979029358897544,0.2416221466731423,,9.205327830152639,9.499496357683965,5,False,True,False,False,False,False,0
Assault or use of Criminal Force on women with intent to Disrobe,3778,11238,0,15016,0,2,0,12,605,305,846,27,1795,2075,6553,8628,10425.0,4,2,4587,82.8,30.5,assault or use of criminal force on women with intent to disrobe,2019,Offences Affecting the Human Body,0.17218225419664268,0.05803357314148681,0.08115107913669065,0.251598295151838,0.0,0.00013319126265316994,0.24049605934167825,-2.0,9.327145151518268,9.61693817168028,5,False,True,False,False,False,False,1
Assault or use of Criminal Force on women with intent to Disrobe,4618,10580,0,15198,0,2,0,38,558,352,693,7,1648,2779,6530,9309,10959.0,2,2,4237,84.9,27.9,assault or use of criminal force on women with intent to disrobe,2020,Offences Affecting the Human Body,0.15037868418651337,0.050917054475773334,0.06323569668765398,0.3038557704961179,0.0,0.0001315962626661403,0.2985283059404877,2.1000000000000085,9.266815218904162,9.628984915196462,5,False,True,False,False,False,False,2
Assault or use of Criminal Force on women with intent to Disrobe,4236,11102,0,15338,0,4,0,24,644,717,804,2,2191,2341,7020,9361,11556.0,3,3,3779,81.0,24.6,assault or use of criminal force on women with intent to disrobe,2021,Offences Affecting the Human Body,0.18959847698165455,0.055728625822083766,0.0695742471443406,0.27617681575172776,0.0,0.0002607901942886947,0.25008011964533705,-3.9000000000000057,9.314970621054266,9.638153883748108,5,False,True,False,False,False,False,3
at Work or Office Premises,245,401,0,646,0,0,0,0,36,17,13,0,66,78,231,309,375.0,0,1,271,82.4,42.0,at work or office premises,2018,Offences Affecting the Human Body,0.176,0.096,0.034666666666666665,0.37925696594427244,0.0,0.0,0.2524271844660194,,5.996452088619021,6.472346294500901,5,False,True,False,False,False,False,0
at Work or Office Premises,271,505,1,777,0,0,0,1,20,6,76,0,103,102,329,431,534.0,1,0,242,80.7,31.1,at work or office premises,2019,Offences Affecting the Human Body,0.19288389513108614,0.03745318352059925,0.14232209737827714,0.3487773487773488,0.0019801980198019802,0.0,0.23665893271461716,-1.7000000000000028,6.226536669287466,6.656726524178391,5,False,True,False,False,False,False,1
at Work or Office Premises,243,485,0,728,0,0,0,6,30,7,49,0,92,115,304,419,511.0,3,4,214,82.0,29.4,at work or office premises,2020,Offences Affecting the Human Body,0.18003913894324852,0.05870841487279843,0.0958904109589041,0.33379120879120877,0.0,0.0,0.2744630071599045,1.2999999999999972,6.186208623900494,6.591673732008658,5,False,True,False,False,False,False,2
at Work or Office Premises,214,418,0,632,0,1,0,0,35,14,17,0,66,106,247,353,420.0,0,3,212,84.0,33.5,at work or office premises,2021,Offences Affecting the Human Body,0.15714285714285714,0.08333333333333333,0.04047619047619048,0.33860759493670883,0.0,0.0015822784810126582,0.3002832861189802,2.0,6.037870919922137,6.450470422144176,5,False,True,False,False,False,False,3
ATMs,2598,3028,0,5626,0,1,0,2,47,85,1676,2,1812,371,666,1037,2850.0,1,0,2775,36.4,49.3,atms,2018,Offences Relating to Documents & Property Marks,0.6357894736842106,0.01649122807017544,0.5880701754385965,0.46178457163170994,0.0,0.00017774617845716317,0.35776277724204436,,8.015987811027237,8.635331719433278,1,False,False,True,False,False,False,0
ATMs,2768,3692,0,6460,1,1,0,0,201,127,1693,0,2021,335,675,1010,3033.0,27,0,3400,33.3,52.6,atms,2019,Offences Relating to Documents & Property Marks,0.6663369601055061,0.06627101879327399,0.5581932080448401,0.4284829721362229,0.0,0.00015479876160990713,0.3316831683168317,-3.1000000000000014,8.214194414852564,8.773539383558166,1,False,False,True,False,False,False,1
ATMs,3422,2957,0,6379,0,1,0,0,179,285,1507,3,1974,332,558,890,2865.0,0,1,3514,31.1,55.1,atms,2020,Offences Relating to Documents & Property Marks,0.6890052356020943,0.062478184991274,0.5260034904013962,0.5364477190782254,0.0,0.00015676438313215238,0.37303370786516854,-2.1999999999999957,7.992268643270745,8.760923376338836,1,False,False,True,False,False,False,2
ATMs,3513,2914,0,6427,0,0,0,3,350,488,1206,1,2048,504,474,978,3026.0,0,0,3401,32.3,52.9,atms,2021,Offences Relating to Documents & Property Marks,0.6768010575016523,0.11566424322538003,0.3985459352280238,0.5466002800684612,0.0,0.0,0.5153374233128835,1.1999999999999957,7.977625098784593,8.768418726857403,1,False,False,True,False,False,False,3
Attempt to Acid Attack,32,59,0,91,0,0,0,0,5,1,6,0,12,9,28,37,49.0,1,0,41,75.5,45.1,attempt to acid attack,2018,Offences Affecting the Human Body,0.24489795918367346,0.10204081632653061,0.12244897959183673,0.3516483516483517,0.0,0.0,0.24324324324324326,,4.0943445622221,4.5217885770490405,5,False,True,False,False,False,False,0
Attempt to Acid Attack,43,60,0,103,0,0,0,0,0,0,6,1,7,12,32,44,51.0,0,0,52,86.3,50.5,attempt to acid attack,2019,Offences Affecting the Human Body,0.13725490196078433,0.0,0.11764705882352941,0.4174757281553398,0.0,0.0,0.2727272727272727,10.799999999999997,4.110873864173311,4.6443908991413725,5,False,True,False,False,False,False,1
Attempt to Acid Attack,49,60,0,109,0,0,0,0,2,0,4,0,6,12,30,42,48.0,1,0,60,87.5,55.0,attempt to acid attack,2020,Offences Affecting the Human Body,0.125,0.041666666666666664,0.08333333333333333,0.44954128440366975,0.0,0.0,0.2857142857142857,1.2000000000000028,4.110873864173311,4.700480365792417,5,False,True,False,False,False,False,2
Attempt to Acid Attack,60,73,0,133,0,0,0,1,2,1,7,0,11,21,42,63,74.0,0,1,59,85.1,44.4,attempt to acid attack,2021,Offences Affecting the Human Body,0.14864864864864866,0.02702702702702703,0.0945945945945946,0.45112781954887216,0.0,0.0,0.3333333333333333,-2.4000000000000057,4.30406509320417,4.897839799950911,5,False,True,False,False,False,False,3
Attempt to commit Culpable Homicide,3579,7987,0,11566,0,0,2,4,104,79,409,3,599,2250,5276,7526,8125.0,21,2,3418,92.6,29.6,attempt to commit culpable homicide,2018,Offences Affecting the Human Body,0.07372307692307692,0.0128,0.05033846153846154,0.3094414663669376,0.0,0.0,0.2989635928780229,,8.985695694535705,9.355911495295402,5,False,True,False,False,False,False,0
Attempt to commit Culpable Homicide,3332,7766,1,11099,0,1,1,12,71,224,288,1,596,1916,5250,7166,7763.0,21,3,3314,92.3,29.9,attempt to commit culpable homicide,2019,Offences Affecting the Human Body,0.07677444287002448,0.009145948731160633,0.03709905964189102,0.3002072258762051,0.0001287664177182591,9.009820704567979e-05,0.2673737091822495,-0.29999999999999716,8.957639268419648,9.314700387300425,5,False,True,False,False,False,False,1
Attempt to commit Culpable Homicide,3405,9196,2,12603,0,0,0,5,125,72,297,5,504,1662,6450,8112,8616.0,12,3,3975,94.2,31.5,attempt to commit culpable homicide,2020,Offences Affecting the Human Body,0.0584958217270195,0.014507892293407614,0.03447075208913649,0.27017376815044036,0.00021748586341887777,0.0,0.20488165680473372,1.9000000000000057,9.126632622902697,9.441769502877165,5,False,True,False,False,False,False,2
Attempt to commit Culpable Homicide,3997,8428,2,12427,1,0,0,32,104,68,250,8,462,1868,6105,7973,8436.0,25,0,3966,94.5,31.9,attempt to commit culpable homicide,2021,Offences Affecting the Human Body,0.05476529160739687,0.012328117591275486,0.02963489805595069,0.32163836806952606,0.00023730422401518748,0.0,0.2342907312178603,0.29999999999999716,9.039433419997483,9.427707270512938,5,False,True,False,False,False,False,3
Attempt to Commit Dacoity/Robbery,233,639,0,872,0,0,0,0,5,17,94,0,116,79,438,517,633.0,0,0,239,81.7,27.4,attempt to commit dacoity/robbery,2018,Offences against Property,0.18325434439178515,0.007898894154818325,0.1484992101105845,0.2672018348623853,0.0,0.0,0.1528046421663443,,6.461468176353717,6.771935555839602,2,False,False,False,True,False,False,0
Attempt to Commit Dacoity/Robbery,233,596,3,832,1,0,0,0,5,16,63,0,84,71,387,458,543.0,0,0,289,84.3,34.7,attempt to commit dacoity/robbery,2019,Offences against Property,0.15469613259668508,0.009208103130755065,0.11602209944751381,0.2800480769230769,0.0050335570469798654,0.0,0.15502183406113537,2.5999999999999943,6.391917113392602,6.725033642166843,2,False,False,False,True,False,False,1
Attempt to Commit Dacoity/Robbery,287,508,0,795,0,1,0,0,12,4,73,1,90,106,288,394,485.0,0,0,310,81.2,39.0,attempt to commit dacoity/robbery,2020,Offences against Property,0.18556701030927836,0.024742268041237112,0.15051546391752577,0.3610062893081761,0.0,0.0012578616352201257,0.26903553299492383,-3.0999999999999943,6.2324480165505225,6.679599185844383,2,False,False,False,True,False,False,2
Attempt to Commit Dacoity/Robbery,310,580,2,892,0,0,0,0,4,8,64,0,76,89,366,455,531.0,0,0,361,85.7,40.5,attempt to commit dacoity/robbery,2021,Offences against Property,0.1431261770244821,0.007532956685499058,0.12052730696798493,0.3475336322869955,0.0034482758620689655,0.0,0.1956043956043956,4.5,6.364750756851911,6.794586580876499,2,False,False,False,True,False,False,3
Attempt to Commit Murder,27399,51489,4,78892,1,48,7,191,1059,754,2269,107,4380,14264,33190,47454,51883.0,69,58,26933,91.5,34.1,attempt to commit murder,2018,Offences Affecting the Human Body,0.0844207158414124,0.020411310063026426,0.043733014667617524,0.34729757136338285,7.768649614480763e-05,0.000608426709932566,0.30058583048847304,,10.849142893040186,11.275847782999517,5,False,True,False,False,False,False,0
Attempt to Commit Murder,27856,51254,11,79121,1,60,0,112,979,665,2353,100,4209,13907,32103,46010,50280.0,44,26,28797,91.5,36.4,attempt to commit murder,2019,Offences Affecting the Human Body,0.08371121718377088,0.01947096260938743,0.046797931583134444,0.352068351006686,0.00021461739571545634,0.0007583321747702885,0.3022603781786568,0.0,10.844568453217502,11.278746244035753,5,False,True,False,False,False,False,1
Attempt to Commit Murder,29712,57831,24,87567,1,39,3,106,1109,1115,2061,70,4461,13656,33535,47191,51692.0,50,37,35822,91.3,40.9,attempt to commit murder,2020,Offences Affecting the Human Body,0.08629962083107638,0.021453996749980653,0.039870773040315714,0.33930590290862994,0.00041500233438813094,0.0004453732570488883,0.289377211756479,-0.20000000000000284,10.965297534680133,11.380170913383699,5,False,True,False,False,False,False,2
Attempt to Commit Murder,36422,55672,13,92107,1,36,3,69,1085,1190,1865,46,4255,18654,34366,53020,57312.0,29,35,34763,92.5,37.7,attempt to commit murder,2021,Offences Affecting the Human Body,0.0742427414852038,0.01893146286990508,0.03254117811278615,0.3954314004364489,0.00023351056186233656,0.00039084977254714623,0.35182949830252735,1.2000000000000028,10.927250568714278,11.43071708057751,5,False,True,False,False,False,False,3
Attempt to Commit Rape,1722,4097,2,5821,0,2,0,6,493,147,274,12,932,771,2345,3116,4050.0,0,9,1771,76.9,30.4,attempt to commit rape,2018,Offences Affecting the Human Body,0.23012345679012347,0.12172839506172839,0.06765432098765432,0.29582545954303385,0.000488162069807176,0.0003435835767050335,0.24743260590500643,,8.318254328798846,8.669399124305569,5,False,True,False,False,False,False,0
Attempt to Commit Rape,1836,3944,1,5781,0,3,0,3,718,96,266,15,1098,833,2102,2935,4036.0,0,0,1745,72.7,30.2,attempt to commit rape,2019,Offences Affecting the Human Body,0.2720515361744301,0.17789890981169476,0.06590683845391476,0.3175921120913337,0.0002535496957403651,0.0005189413596263622,0.2838160136286201,-4.200000000000003,8.280204233279974,8.662504922576291,5,False,True,False,False,False,False,1
Attempt to Commit Rape,1796,3741,1,5538,0,3,0,6,631,90,212,6,945,816,1980,2796,3744.0,0,2,1794,74.7,32.4,attempt to commit rape,2020,Offences Affecting the Human Body,0.25240384615384615,0.1685363247863248,0.056623931623931624,0.3243048031780426,0.0002673082063619353,0.0005417118093174431,0.2918454935622318,2.0,8.227375506834035,8.619569258033104,5,False,True,False,False,False,False,2
Attempt to Commit Rape,1794,3800,0,5594,0,1,0,0,730,196,213,14,1153,709,2031,2740,3894.0,0,0,1700,70.4,30.4,attempt to commit rape,2021,Offences Affecting the Human Body,0.2960965588084232,0.18746789933230612,0.054699537750385205,0.32070075080443333,0.0,0.0001787629603146228,0.2587591240875912,-4.299999999999997,8.24301946898925,8.629628620746026,5,False,True,False,False,False,False,3
Attempt to Commit Suicide,846,2075,3,2924,0,0,0,5,118,80,97,32,332,449,1122,1571,1903.0,1,0,1020,82.6,34.9,attempt to commit suicide,2018,Offences Affecting the Human Body,0.1744613767735155,0.06200735680504467,0.05097214923804519,0.2893296853625171,0.0014457831325301205,0.0,0.28580521960534694,,7.638198244285779,7.981049759665957,5,False,True,False,False,False,False,0
Attempt to Commit Suicide,989,1637,3,2629,0,0,0,0,118,84,79,30,311,489,801,1290,1601.0,3,0,1025,80.6,39.0,attempt to commit suicide,2019,Offences Affecting the Human Body,0.1942535915053092,0.07370393504059962,0.04934415990006246,0.37618866489159375,0.0018326206475259622,0.0,0.37906976744186044,-2.0,7.401231264413015,7.874739125171811,5,False,True,False,False,False,False,1
Attempt to Commit Suicide,1027,1685,0,2712,0,0,0,5,157,61,88,7,318,375,655,1030,1348.0,0,0,1364,76.4,50.3,attempt to commit suicide,2020,Offences Affecting the Human Body,0.23590504451038577,0.11646884272997032,0.06528189910979229,0.3786873156342183,0.0,0.0,0.3640776699029126,-4.199999999999989,7.430114138561801,7.905810312658931,5,False,True,False,False,False,False,2
Attempt to Commit Suicide,1364,1863,4,3231,0,0,3,0,217,72,99,12,400,517,879,1396,1796.0,1,0,1431,77.7,44.3,attempt to commit suicide,2021,Offences Affecting the Human Body,0.22271714922049,0.12082405345211582,0.05512249443207127,0.42216032188177033,0.0021470746108427268,0.0,0.37034383954154726,1.2999999999999972,7.530479995245536,8.080856419640986,5,False,True,False,False,False,False,3
Auto/Motor Vehicle Theft,83071,233727,321,317119,33,68,23,262,3846,7646,173899,472,186125,14639,36068,50707,236933.0,7,4,80156,21.4,25.3,auto/motor vehicle theft,2018,Offences against Property,0.7855596307816978,0.01623243701805996,0.733958545242748,0.2619552912313674,0.0013733971684914451,0.00021443054500045724,0.28869781292523716,,12.36191332507453,12.66703553012376,2,False,False,False,True,False,False,0
Auto/Motor Vehicle Theft,80487,237884,518,318889,9,53,0,248,3820,9851,170372,819,185110,14701,36429,51130,236302.0,301,2,82286,21.6,25.8,auto/motor vehicle theft,2019,Offences against Property,0.7833619690057638,0.01616575399277196,0.7209926280776294,0.252398169896108,0.0021775319063072757,0.0001662020326822186,0.2875220027381185,0.20000000000000284,12.37954264260081,12.672601494714073,2,False,False,False,True,False,False,1
Auto/Motor Vehicle Theft,82057,194797,218,277072,8,63,1,405,1997,8895,130347,261,141905,14893,32175,47068,189044.0,42,22,87985,24.9,31.8,auto/motor vehicle theft,2020,Offences against Property,0.7506453524047312,0.010563678297116016,0.6895061467171664,0.29615767742680604,0.0011191137440514998,0.00022737772131431542,0.31641454916291323,3.299999999999997,12.179718403197414,12.532036288355599,2,False,False,False,True,False,False,2
Auto/Motor Vehicle Theft,88216,236795,189,325200,6,43,0,395,2332,12665,146055,321,161768,17234,44561,61795,223612.0,3,17,101585,27.6,31.2,auto/motor vehicle theft,2021,Offences against Property,0.7234316584083144,0.010428778419762804,0.6531626209684632,0.27126691266912667,0.0007981587449059313,0.00013222632226322264,0.2788898778218302,2.700000000000003,12.374954289957426,12.692198731681815,2,False,False,False,True,False,False,3
Bank,1559,2152,1,3712,0,3,0,1,40,60,822,4,927,254,322,576,1506.0,1,0,2205,38.2,59.4,bank,2018,Offences Relating to Documents & Property Marks,0.6155378486055777,0.02656042496679947,0.545816733067729,0.41998922413793105,0.00046468401486988845,0.0008081896551724138,0.4409722222222222,,7.674617497364363,8.21959545417708,1,False,False,True,False,False,False,0
Bank,2193,2271,0,4464,0,3,0,0,68,84,866,2,1020,203,310,513,1536.0,11,0,2917,33.4,65.3,bank,2019,Offences Relating to Documents & Property Marks,0.6640625,0.044270833333333336,0.5638020833333334,0.49126344086021506,0.0,0.0006720430107526882,0.39571150097465885,-4.800000000000004,7.7284157798410416,8.4040244933106,1,False,False,True,False,False,False,1
Bank,2915,3864,1,6780,0,13,0,0,85,44,1810,8,1947,297,328,625,2585.0,1,1,4194,24.2,61.9,bank,2020,Offences Relating to Documents & Property Marks,0.7531914893617021,0.03288201160541586,0.7001934235976789,0.4299410029498525,0.0002587991718426501,0.0019174041297935103,0.4752,-9.2,8.259716961021523,8.821879862683842,1,False,False,True,False,False,False,2
