crime_head,cases_pending_prev,cases_reported,cases_reopened,total_for_inv,not_investigated,transferred,withdrawn,fr_non_cognizable,fr_false,fr_mistake,fr_insufficient,fr_abated,fr_total,cs_from_prev,cs_from_year,cs_total,total_disposed,quashed,stayed,cases_pending_end,chargesheeting_rate,pendency_pct,crime_head_norm,year,category,fr_rate,fr_false_rate,fr_insufficient_rate,pendency_load,reopened_rate,transferred_rate,cs_carryover_rate,cs_rate_yoy,log_cases_reported,log_total_for_inv,severity_ordinal,cat_Miscellaneous IPC Crimes,cat_Offences Affecting the Human Body,cat_Offences Relating to Documents & Property Marks,cat_Offences against Property,cat_Offences against Public Tranquillity,cat_Offences against the State,year_feature
Extortion & Blackmailing,5963,10736,1,16700,0,13,1,25,431,379,1953,31,2819,2057,5348,7405,10237.0,15,8,6447,72.3,38.6,extortion & blackmailing,2018,Offences against Property,0.275373644622448,0.04210217837257009,0.1907785484028524,0.35706586826347303,9.314456035767511e-05,0.0007784431137724551,0.27778528021607024,,9.281450999434135,9.723223876851618,2,False,False,False,True,False,False,0
Extortion & Blackmailing,6380,11067,5,17452,0,5,0,31,614,515,1571,31,2762,2427,4997,7424,10191.0,30,7,7231,72.8,41.4,extortion & blackmailing,2019,Offences against Property,0.271023452065548,0.06024923952507114,0.15415562751447356,0.3655741462296585,0.0004517936206740761,0.00028650011460004584,0.3269127155172414,0.5,9.311813340906816,9.767266832624836,2,False,False,False,True,False,False,1
Extortion & Blackmailing,7327,9722,0,17049,0,3,2,23,601,540,1187,38,2389,2349,4322,6671,9063.0,19,6,7965,73.6,46.7,extortion & blackmailing,2020,Offences against Property,0.26359924969656845,0.06631358269888558,0.1309720842987973,0.4297612763211919,0.0,0.00017596339961288053,0.35212112127117373,0.7999999999999972,9.182249491809657,9.743905482711662,2,False,False,False,True,False,False,2
Extortion & Blackmailing,8014,11288,4,19306,0,6,1,19,680,858,1539,18,3114,2860,5356,8216,11336.0,11,7,7958,72.5,41.2,extortion & blackmailing,2021,Offences against Property,0.2747000705716302,0.05998588567395907,0.1357621736062103,0.4151041127110743,0.00035435861091424523,0.00031078421216202215,0.34810126582278483,-1.0999999999999943,9.331584079261546,9.868223003435817,2,False,False,False,True,False,False,3
Family Disputes,1624,4589,0,6213,0,0,0,7,113,129,135,2,386,891,2547,3438,3824.0,1,1,2388,89.9,38.4,family disputes,2018,Offences against Public Tranquillity,0.10094142259414227,0.02955020920502092,0.035303347280334726,0.26138741348784805,0.0,0.0,0.2591623036649215,,8.431635303054591,8.734560089952993,3,False,False,False,False,True,False,0
Family Disputes,2440,3479,0,5919,0,0,0,45,187,184,153,2,571,1214,2003,3217,3788.0,1,1,2130,84.9,36.0,family disputes,2019,Offences against Public Tranquillity,0.15073917634635692,0.049366420274551216,0.04039070749736008,0.4122317959114715,0.0,0.0,0.37737022070251786,-5.0,8.15478757276852,8.68609172787805,3,False,False,False,False,True,False,1
Family Disputes,2136,5063,1,7200,0,0,0,30,203,96,109,4,442,1229,2965,4194,4636.0,0,1,2564,90.5,35.6,family disputes,2020,Offences against Public Tranquillity,0.09534081104400345,0.04378774805867127,0.02351164797238999,0.2966666666666667,0.00019751135690302193,0.0,0.293037672865999,5.599999999999994,8.529911963824013,8.881975184248867,3,False,False,False,False,True,False,2
Family Disputes,2560,3458,1,6019,0,0,0,5,142,168,106,3,424,1266,1988,3254,3678.0,3,1,2338,88.5,38.8,family disputes,2021,Offences against Public Tranquillity,0.11528004350190321,0.03860793909733551,0.028820010875475803,0.4253198205682007,0.0002891844997108155,0.0,0.389059618930547,-2.0,8.148734808937169,8.702842538302868,3,False,False,False,False,True,False,3
"Forgery, Cheating & Fraud - Total",130187,134546,67,264800,30,385,11,420,11572,16165,28098,421,56676,35185,33735,68920,126011.0,413,452,138365,54.7,52.3,"forgery, cheating & fraud",2018,Offences Relating to Documents & Property Marks,0.4497702581520661,0.0918332526525462,0.22298053344549285,0.491642749244713,0.0004979709541718075,0.00145392749244713,0.5105194428322692,,11.809668859362445,12.486733879472904,1,False,False,True,False,False,False,0
"Forgery, Cheating & Fraud",140244,143909,134,284287,16,597,8,224,14269,15494,28629,375,58991,35963,33066,69029,128633.0,328,395,155318,53.7,54.6,"forgery, cheating & fraud",2019,Offences Relating to Documents & Property Marks,0.45859927079365326,0.11092798892974587,0.22256341685259615,0.49331837192696115,0.0009311439868250075,0.0020999905025555162,0.5209839342884874,-1.0,11.87694338316422,12.557743087814044,1,False,False,True,False,False,False,1
"Forgery, Cheating & Fraud",156893,127724,175,284792,2,324,13,221,10424,12953,29477,249,53324,32293,24689,56982,110632.0,168,280,173979,51.5,61.1,"forgery, cheating & fraud",2020,Offences Relating to Documents & Property Marks,0.48199435967893556,0.09422228649938535,0.26644189746185554,0.5509038175229641,0.0013701418684037457,0.0011376724065282732,0.566722824751676,-2.200000000000003,11.757634794199,12.559517879566213,1,False,False,True,False,False,False,2
"Forgery, Cheating & Fraud",174419,152073,362,326854,16,4022,5,450,14193,19264,34571,567,69045,38596,35336,73932,147015.0,174,539,179660,50.3,55.0,"forgery, cheating & fraud",2021,Offences Relating to Documents & Property Marks,0.46964595449443935,0.096541169268442,0.23515287555691597,0.5336296939918128,0.0023804357117963083,0.01230518824918771,0.5220472866958827,-1.2000000000000028,11.932122523464507,12.697271926460965,1,False,False,True,False,False,False,3
Fraud,19294,21305,1,40600,0,57,1,31,1630,2593,6593,27,10874,4246,4304,8550,19481.0,27,30,21091,43.9,51.9,fraud,2018,Offences Relating to Documents & Property Marks,0.5581848981058467,0.08367126944202043,0.3384323186694728,0.4752216748768473,4.693733865289838e-05,0.0014039408866995074,0.49660818713450294,,9.966744002171144,10.611547975828369,1,False,False,True,False,False,False,0
Fraud,21262,23383,9,44654,3,42,2,38,1790,2345,7182,38,11393,3859,4311,8170,19608.0,103,46,24941,41.7,55.9,fraud,2019,Offences Relating to Documents & Property Marks,0.5810383516931864,0.09128926968584251,0.36627906976744184,0.47614995297173823,0.0003848950091947141,0.0009405652349173646,0.4723378212974296,-2.1999999999999957,10.059807306791082,10.706721562117986,1,False,False,True,False,False,False,1
Fraud,24952,24953,7,49912,0,37,2,12,1429,2027,7910,20,11398,3978,3505,7483,18918.0,6,26,30986,39.6,62.1,fraud,2020,Offences Relating to Documents & Property Marks,0.6024949783275187,0.0755365260598372,0.4181203087007083,0.4999198589517551,0.0002805273914960125,0.0007413046962654272,0.5316049712682079,-2.1000000000000014,10.124789408970967,10.81803676885198,1,False,False,True,False,False,False,2
Fraud,31022,30051,23,61096,0,130,2,27,2311,3245,10978,15,16576,5346,4298,9644,26350.0,9,31,34735,36.6,56.9,fraud,2021,Offences Relating to Documents & Property Marks,0.6290702087286527,0.08770398481973435,0.4166223908918406,0.5077582820479246,0.0007653655452397591,0.0021277988739033652,0.5543343011198673,-3.0,10.31068449348905,11.020218044117916,1,False,False,True,False,False,False,3
Grievous Hurt,38807,84075,47,122929,0,10,1,554,1291,2217,6676,485,11223,17016,58490,75506,86739.0,45,14,36144,87.0,29.4,grievous hurt,2018,Offences Affecting the Human Body,0.12938816449348045,0.014883731654734318,0.07696653177924578,0.315686290460347,0.0005590246803449301,8.134776985088953e-05,0.22535957407358356,,11.33947643067987,11.719370366661387,5,False,True,False,False,False,False,0
Grievous Hurt,37700,89115,16,126831,0,9,1,293,1262,2337,5693,180,9765,17585,61880,79465,89239.0,35,32,37556,89.0,29.6,grievous hurt,2019,Offences Affecting the Human Body,0.1094252512914757,0.014141798989231166,0.06379497753224488,0.2972459414496456,0.00017954328676429333,7.096056957683846e-05,0.2212923928773674,2.0,11.397694170850414,11.750618655076938,5,False,True,False,False,False,False,1
Grievous Hurt,37720,90627,189,128536,0,19,1,458,1173,2158,4720,309,8818,15364,58892,74256,83093.0,28,8,45414,89.4,35.3,grievous hurt,2020,Offences Affecting the Human Body,0.10612205600953149,0.014116712599135908,0.05680382222329197,0.29345864193688925,0.002085471217186931,0.00014781850998941932,0.20690583925878042,0.4000000000000057,11.414518495057346,11.763972079614486,5,False,True,False,False,False,False,2
Grievous Hurt,45485,90165,77,135727,4,24,2,202,1276,4808,5339,257,11882,20185,64797,84982,96892.0,38,15,38795,87.7,28.6,grievous hurt,2021,Offences Affecting the Human Body,0.122631383395946,0.013169301903149898,0.05510258844899476,0.33512123601052113,0.0008539899073920035,0.00017682553950208876,0.23752088677602315,-1.7000000000000028,11.409407694857888,11.818408162047517,5,False,True,False,False,False,False,3
Harbouring an Offender,35,71,0,106,0,0,0,0,1,2,2,0,5,11,54,65,70.0,0,0,36,92.9,34.0,harbouring an offender,2018,Miscellaneous IPC Crimes,0.07142857142857142,0.014285714285714285,0.02857142857142857,0.330188679245283,0.0,0.0,0.16923076923076924,,4.276666119016055,4.672828834461906,1,True,False,False,False,False,False,0
Harbouring an Offender,36,81,0,117,0,0,0,0,4,1,0,0,5,18,58,76,81.0,0,0,36,93.8,30.8,harbouring an offender,2019,Miscellaneous IPC Crimes,0.06172839506172839,0.04938271604938271,0.0,0.3076923076923077,0.0,0.0,0.23684210526315788,0.8999999999999915,4.406719247264253,4.770684624465665,1,True,False,False,False,False,False,1
Harbouring an Offender,36,164,0,200,0,0,0,1,2,1,2,0,6,19,108,127,133.0,0,0,67,95.5,33.5,harbouring an offender,2020,Miscellaneous IPC Crimes,0.045112781954887216,0.015037593984962405,0.015037593984962405,0.18,0.0,0.0,0.14960629921259844,1.7000000000000028,5.10594547390058,5.303304908059076,1,True,False,False,False,False,False,2
Harbouring an Offender,67,93,0,160,0,0,0,0,4,0,1,1,6,18,77,95,101.0,20,0,39,94.1,24.4,harbouring an offender,2021,Miscellaneous IPC Crimes,0.0594059405940594,0.039603960396039604,0.009900990099009901,0.41875,0.0,0.0,0.18947368421052632,-1.4000000000000057,4.543294782270004,5.081404364984463,1,True,False,False,False,False,False,3
Hit and Run,10129,47028,1,57158,0,2,1,47,342,1061,12484,474,14408,4427,25987,30414,44824.0,7,197,12326,67.9,21.6,hit and run,2018,Offences Affecting the Human Body,0.32143494556487595,0.007629841156523291,0.27851151169016597,0.1772105392071101,2.1263927872756656e-05,3.4990727457223835e-05,0.14555796672584995,,10.75851971168943,10.953592137139195,5,False,True,False,False,False,False,0
Hit and Run,11021,47530,6,58557,9,13,0,24,471,1019,11172,365,13051,4723,27333,32056,45129.0,14,0,13414,71.0,22.9,hit and run,2019,Offences Affecting the Human Body,0.2891932017106517,0.01043674798909792,0.247557003257329,0.18820977850641255,0.00012623606143488322,0.00022200590877264888,0.14733591215373096,3.0999999999999943,10.769137408730304,10.977772995046502,5,False,True,False,False,False,False,1
